specimen_id,order,family,genus,species ,synonym,life_stage,lens,volume_mm3,area_mm2,breadth_mm,length_mm,width_mm,thickness_mm,flatness,anisotropy,elongation,sphericity ,eye_diameter_mm,axial_length_mm,lens_to_retina_mm,lens_diameter_mm,lens_depth_mm,sv_length_mm,stain,scan_type,adult_ecology,adult_ecology_2,ae_certainty,ae_source,activity_period,ap_source,ap_certainty ,comments,scan_source,scan_technician
USNM500044,anura,hylidae,pseudacris,ornata,rana_ornata,tadpole,left,0.515463,3.23572,1.03746,1.09728,0.995832,1.00314,0.887566,0.185219,0.917995,0.960826,NA,NA,NA,NA,NA,,iodine,dice_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),nocturnal,AmphiBIO (2017),uncertain,"cornea not visible, approximate axial length ",NMNH,Dr_Molly_Womack
USNM500044,anura,hylidae,pseudacris,ornata,rana_ornata,tadpole,right,0.546067,3.30037,1.06493,1.1017,1.02804,1.013,0.904263,0.156185,0.933152,0.978931,NA,NA,NA,NA,NA,,iodine,dice_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),nocturnal,AmphiBIO (2017),uncertain,"cornea not visible, approximate axial length ",NMNH,Dr_Molly_Womack
MW_302522,anura,hylidae,pseudis,paradoxa,pseudis_paradoxa,tadpole,right,0.195995,1.64694,0.743569,0.774019,0.746245,,0.954066,0.0800192,0.964273,0.990766,NA,NA,NA,NA,NA,,iodine,dice_ct,aquatic,aquatic,certain,Downie et al. (2010),cathemeral,AmphibiaWeb (2020); Anderson and Wiens (2017),,,NMNH,Dr_Molly_Womack
MW_302522,anura,hylidae,pseudis,paradoxa,pseudis_paradoxa,tadpole,left,0.205212,1.72631,0.800577,0.824233,0.740436,,0.922741,0.169482,0.900056,0.974616,NA,NA,NA,NA,NA,,iodine,dice_ct,aquatic,aquatic,certain,Downie et al. (2010),cathemeral,AmphibiaWeb (2020); Anderson and Wiens (2017),,,NMNH,Dr_Molly_Womack
USNM335313,anura,ranidae,rana,pretiosa,rana_pretiosa,tadpole,left,0.2548,1.93562,0.824471,0.858644,0.805596,0.80596,0.97223,0.0567035,0.97024,1.00415,NA,NA,NA,NA,NA,,iodine,dice_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),cathemeral,McAllister & Leonard (1997),somewhat certain,cornea not visible,NMNH,Dr_Molly_Womack
USNM335313,anura,ranidae,rana,pretiosa,rana_pretiosa,tadpole,right,0.249778,1.90758,0.818114,0.837774,0.818205,0.805446,0.975051,0.0338269,0.990895,1.00547,NA,NA,NA,NA,NA,,iodine,dice_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),cathemeral,McAllister & Leonard (1997),somewhat certain,cornea not visible,NMNH,Dr_Molly_Womack
BMNH1969.2844,anura,ranidae,rana,temporaria,rana_temporaria,tadpole,right,0.0786481,0.908726,0.55199,0.566734,0.532321,0.521699,0.890758,0.113748,0.994942,0.976885,NA,NA,NA,NA,NA,,iodine,dice_ct,semi-aquatic,semi-aquatic,certain,"AmphibiaWeb (2020), IUCN (2020)",cathemeral,"Arnold (2002), AmphiBIO (2017) - cathemeral; Anderson and Wiens (2017) - nocturnal",somewhat certain,,NMNH,Dr_Molly_Womack
BMNH1969.2844,anura,ranidae,rana,temporaria,rana_temporaria,tadpole,left,0.0798307,0.918051,0.557867,0.568668,0.53266,0.52867,0.927688,0.0877429,0.983366,0.976632,NA,NA,NA,NA,NA,,iodine,dice_ct,semi-aquatic,semi-aquatic,certain,"AmphibiaWeb (2020), IUCN (2020)",cathemeral,"Arnold (2002), AmphiBIO (2017) - cathemeral; Anderson and Wiens (2017) - nocturnal",somewhat certain,,NMNH,Dr_Molly_Womack
MS2_top,anura,bufonidae,rhinella,yunga,rhinella_margaritifera,tadpole,left,0.0144365,0.287988,0.318214,0.330007,0.299307,0.302621,0.835537,0.197751,0.960161,0.995599,NA,NA,NA,NA,NA,,iodine,dice_ct,subfossorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),somewhat certain,"eyes are sort of squishy, not the most reliable measure",NMNH,Dr_Molly_Womack
MS2_top,anura,bufonidae,rhinella,yunga,rhinella_margaritifera,tadpole,right,0.0144153,0.287464,0.315588,0.330528,0.294352,0.292112,0.811597,0.227047,0.952385,0.996438,NA,NA,NA,NA,NA,,iodine,dice_ct,subfossorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),somewhat certain,"eyes are sort of squishy, not the most reliable measure",NMNH,Dr_Molly_Womack
USNM299711,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,tadpole,left,0.170442,1.48211,0.722354,0.749013,0.700859,0.679545,0.887194,0.14138,0.967793,1.00305,NA,NA,NA,NA,NA,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,eye squished,NMNH,Dr_Molly_Womack
USNM299711,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,tadpole,right,0.167002,1.50521,0.70597,0.761958,0.703082,0.681506,0.930534,0.145996,0.917757,0.97432,NA,NA,NA,NA,NA,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,"cornea not visible, approximate axial length ",NMNH,Dr_Molly_Womack
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,tadpole,right,0.138969,1.29327,0.681588,0.714209,0.646832,0.630487,0.852321,0.210533,0.926256,1.00325,NA,NA,NA,NA,NA,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,"cornea not visible, approximate axial length ",NMNH,Dr_Molly_Womack
USNM330649,anura,rhinophrynidae,rhinophrynus,dorsalis,rhinophrynus_dorsalis,tadpole,left,0.141772,1.32218,0.699943,0.718633,0.644919,0.625252,0.78687,0.227971,0.981139,0.994458,NA,NA,NA,NA,NA,,iodine,dice_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020); Fouquette 2005; Dodd 2013,nocturnal,Anderson and Wiens (2017),certain,"cornea not visible, approximate axial length ",NMNH,Dr_Molly_Womack
USNM507838,anura,scaphiopodidae,scaphiopus,holbrookii,rana_holbrookii,tadpole,left,0.0349835,0.523945,0.433438,0.454879,0.402564,0.396809,0.841947,0.170581,0.985121,0.987281,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Degani (2015); Cogãlniceanu et al. (1998),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM507838,anura,scaphiopodidae,scaphiopus,holbrookii,rana_holbrookii,tadpole,right,0.0349694,0.524794,0.429383,0.451577,0.409665,0.397146,0.818111,0.186093,0.994862,0.985419,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Degani (2015); Cogãlniceanu et al. (1998),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM308791,anura,bufonidae,schismaderma,carens,schismaderma_carens,tadpole,left,0.0490661,0.654262,0.478365,0.497795,0.463028,,0.948496,0.0722164,0.978163,0.99065,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Du Preez and Carruthers (2006),cathemeral,Du Preez and Carruthers (2006) - cathemeral; Anderson and Wiens (2017) - diurnal,certain,,NMNH,Dr_Molly_Womack
USNM308791,anura,bufonidae,schismaderma,carens,schismaderma_carens,tadpole,right,0.0457003,0.624041,0.463711,0.50382,0.453205,,0.922354,0.128493,0.944872,0.990568,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Du Preez and Carruthers (2006),cathemeral,Du Preez and Carruthers (2006) - cathemeral; Anderson and Wiens (2017) - diurnal,certain,,NMNH,Dr_Molly_Womack
USNM332874,anura,scaphiopodidae,spea,intermontana,spea_intermontana,tadpole,left,0.0865003,0.981006,0.585689,0.641752,0.537687,,0.806103,0.253374,0.926217,0.964179,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM332874,anura,scaphiopodidae,spea,intermontana,spea_intermontana,tadpole,right,0.08692,0.972123,0.593516,0.612709,0.542424,,0.813309,0.216703,0.963099,0.976134,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM209374,anura,cycloramphidae,thoropa,petropolitana,hylodes_petropolitanus,tadpole,right,0.0905069,0.979872,0.585296,0.602567,0.551407,0.544712,0.849662,0.182071,0.962651,0.994876,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,uncertain ,IUCN (2020),nocturnal,Heyer & Crombie (1979),uncertain,,NMNH,Dr_Molly_Womack
USNM209374,anura,cycloramphidae,thoropa,petropolitana,hylodes_petropolitanus,tadpole,left,0.0908267,0.982622,0.579567,0.618603,0.552762,0.546027,0.860494,0.184102,0.948174,0.994428,NA,NA,NA,NA,NA,,iodine,dice_ct,ground-dwelling,terrestrial ,uncertain ,IUCN (2020),nocturnal,Heyer & Crombie (1979),uncertain,assuming ecology is similar to T. miliaris,NMNH,Dr_Molly_Womack
